,ID,Country,Date Start,Date end intended,Description of measure implemented,Implementing State/Province,Keywords,Target region,education_closure,outdoor_gatherings_banned,sports cancellation,compulsory isolation,international travel ban,business suspension,blanket isolation,blanket curfew,social distancing
431,309,Moldova,2020-03-17,2020-03-31,"The activity of all markets, such as retail outlets, public food outlets throughout the country, with the exception of pharmacies, grocery stores and PECO stations, will end until March 31",,general nonessential business suspension,,,,,,,1.0,,,
434,316,Greece,2020-03-12,2020-03-26,"On 12 March, a two-week closure of all theatres, courthouses, cinemas, gyms, playgrounds and clubs was announced.",,"limited nonessential business suspension, sports cancellation",,,,1.0,,,1.0,,,
435,317,Greece,2020-03-13,,"On 13 March, the nationwide closure of all museums and archaeological sites, as well as all malls, cafes, restaurants, bars and food outlets, excluding supermarkets, pharmacies and food outlets that offer take-away and delivery only, was announced.",,general nonessential business suspension,,,,,,,1.0,,,
453,342,Netherlands,2020-03-15,2020-04-06,"cafés, restaurants, sports clubs, saunas, sex clubs and coffeeshops are closed t",,limited nonessential business suspension,,,,,,,1.0,,,
457,346,Portugal,2020-03-14,,"The mayor, Salvador Malheiro, closed all municipal services and called for the social isolation of the entire population of the municipality Ovar.",Ovar,general nonessential business suspension,,,,,,,1.0,,,
463,349,Lithuania,2020-03-12,,"closed were all museums, cinemas, and gyms.",,"closure nonessential stores, limited nonessential business suspension, social distancing",,,,,,,1.0,,,
468,364,Ireland,2020-03-15,2020-03-29,"The Vintners Federation of Ireland, the Licensed Vintners Association and the Irish government urged all bars and pubs to close from midnight 15 March until, at minimum, 29 March.",,limited nonessential business suspension,,,,,,,1.0,,,
481,379,Turkey,2020-03-17,,"Closure of all public gathering places such as cafes, gyms, Internet cafés and movie theaters, except shops and restaurants not offering music in 81 provincies",,limited nonessential business suspension,,,,,,,1.0,,,
488,389,Ukraine,2020-03-17,,"Restaurants, cafes, bars, shopping and entertainment centers, fitness centers, cultural establishments must close.",,limited nonessential business suspension,,,,,,,1.0,,,
498,407,Slovakia,2020-03-14,2020-03-30,"Shops and service operations are closed for 14 days. First introduced for the weekend of March 14-15, prolonged for another 14 days on March 16",,general nonessential business suspension,,,,,,,1.0,,,
501,402,Poland,2020-03-14,,Activities of shopping malls limited,,limited nonessential business suspension,,,,,,,1.0,,,
515,410,Lithuania,2020-03-16,,"All shops and businesses excluding grocery shops, pharmacies and veterinary pharmacies were closed; all restaurants and bars were closed,",,general nonessential business suspension,,,,,,,1.0,,,
526,443,Norway,2020-03-12,2020-03-26,"Gyms, hairdressers, skin care, massage and body care, tattooing, piercing salons,Swimming pools, water parks are closed",,"closure nonessential stores, limited nonessential business suspension",,,,,,,1.0,,,
540,434,Switzerland,2020-03-16,,"the closure of bars, shops and other gathering places",,general nonessential business suspension,,,,,,,1.0,,,
556,465,Germany,2020-03-16,,"Supermarkets, chemist's shops, banks, pet shops, and all business that sell essential basic needs are allowed extended opening times including Sundays, while non-essential stores are to be closed at all times",,general nonessential business suspension,,,,,,,1.0,,,
560,461,Germany,2020-03-14,,"Berlin, Schleswig-Holstein and Saarland closed bars among other leisure venues",,limited nonessential business suspension,,,,,,,1.0,,,
564,452,Montenegro,2020-03-17,,"The operation of indoor and outdoor sports and recreational facilities, hair and beauty saloons and swimming pools is prohibited;
",,limited nonessential business suspension,,,,,,,1.0,,,
593,572,Greece,,,All nonessential shops closed.,,"closure nonessential stores, general nonessential business suspension",,,,,,,1.0,,,
644,640,US:Utah,2020-03-18,,"Theatres, gyms, cinemas and other gathering places closed",,limited nonessential business suspension,,,,,,,1.0,,,
645,643,US: Nevada,2020-03-17,2020-04-17,nonessential businnesses shutwodwn,,general nonessential business suspension,,,,,,,1.0,,,
646,639,US:Utah,2020-03-18,,suspension of dine-in services,,"limited nonessential business suspension, restaurant limitations",,,,,,,1.0,,,
651,629,US:California,2020-03-15,,voluntary closure of bars and restaurants,,"limited nonessential business suspension, restaurant limitations",,,,,,,1.0,,,
654,658,US:Washington,2020-03-15,,closing of all sit-down restaurants statewide,,"limited nonessential business suspension, restaurant limitations",,,,,,,1.0,,,
661,691,Italy,2020-02-22,,All public events were cancelled and some commercial activities[which?] were halted or were allowed to resume only until 6 p.m.,,"limited nonessential business suspension, outdoor gatherings banned","Emilia-Romagna, Lombardy, Veneto",,1.0,,,,1.0,,,
685,,Switzerland,2020-03-16,2020-04-19,"the Federal Council has declared an ""extraordinary situation"" and introduces stringent measures such as closing all shops, restaurants, bars, entertainment and leisure facilities, or carful screening at borders with Austria, Germany and France. The Federal Council has also authorised the deployment of up to 8000 members of the armed forces to assist the cantons at hospitals and with logistics and security.",,"army deployed, general nonessential business suspension, public announcement, state of emergency",,,,,,,1.0,,,
692,,US: S Carolina,2020-03-19,,"The Governor issues an additional executive order, ordering non-essential state employees to stay home",,"limited nonessential business suspension, mandated remote work, remote work",,,,,,,1.0,,,
722,,Spain,2020-03-14,,"state of emergency on Saturday, ordering the closure of all non-essential shops as well as bars, restaurants, cafes, football grounds and cinemas.",,"closure nonessential stores, general nonessential business suspension, public announcement, special management arrangements, state of emergency",,,,,,,1.0,,,
778,754,Italy,2020-03-11,,"In the evening, Conte announced a tightening of the lockdown, with all commercial and retail businesses except those providing essential services, like grocery stores and pharmacies, closed down. He also appointed Domenico Arcuri as Delegated Commissioner for the Emergency. Arcuri will cooperate with Commissioner Angelo Borrelli with the aim of strengthening the distribution of intensive care equipment.",,general nonessential business suspension,,,,,,,1.0,,,
782,749,Italy,2020-03-07,,"The decree imposed the closure of museums, cultural centres and ski resorts in the lockdown areas and the closure of cinemas, theatres, pubs, dance schools, game rooms, betting rooms and bingo halls, discos and similar places in the entire country",,"cultural activity limitation, limited nonessential business suspension",,,,,,,1.0,,,
783,748,Italy,2020-03-07,,"Shopping centres had to be closed on weekends, while other commercial activities could remain open if a distance of one metre between customers could be guaranteed",,limited nonessential business suspension,,,,,,,1.0,,,
801,775,Albania,2020-03-10,,"Bars, restaurants, gyms, discos, and venues with live music were all ordered to close",,"limited nonessential business suspension, restaurant limitations",,,,,,,1.0,,,
816,788,Albania,2020-03-12,,"All banks were closed from the 12th to the 16th, but ATMs remained open.",,limited nonessential business suspension,,,,,,,1.0,,,
824,794,Albania,2020-03-15,,"All physical government operations except essential activities were shut down, and civil servants ordered to stay down, but online services continued. All museums, cinemas, theatres, and public parks were closed indefinitely.",,"limited nonessential business suspension, public green closure",,,,,,,1.0,,,
829,803,Andorra,2020-03-13,2020-03-27,"On 13 March, the Prime Minister Xavier Espot announced in a special public appearance that ordered the closure of all public establishments except basic stores, pharmacies and gas stations during two weeks",,general nonessential business suspension,,,,,,,1.0,,,
841,,Bosnia and Herzegovina,2020-03-18,,"The Headquarters of Federation of B&H issued on 18 March an order that banned all public gatherings, suspending the operation of all catering facilities for the preparation and sale of food and beverages, restaurants, pizzerias, confectioneries, beauty salons, hookah bars, coffee bars, discos, tea shops, cafes, private dentists.",Federation of Bosnia and Herzegovina,"general nonessential business suspension, outdoor gatherings banned, restaurant limitations",,,1.0,,,,1.0,,,
859,835,Croatia,2020-03-17,,"On 17 March, Prime Minister Plenković announced closing shopping centres, some shops, restaurants, cinemas, theatres, reading rooms, libraries, gyms, sports centres, fitness centres, recreation centres, dance schools, children's and other workshops, exhibitions, fairs, nightclubs and discos.",,"general nonessential business suspension, restaurant limitations",,,,,,,1.0,,,
902,,US:Georgia,2020-03-20,,many businnesses shutdown and closure of dine-in restaurants and bars ,,"limited nonessential business suspension, restaurant limitations",,,,,,,1.0,,,
942,862,Denmark,2020-03-18,,"all shopping centres and stores with close contact such as hairdressers and nightclubs must be closed, restaurants can only serve take-away, and other businesses must ensure that there is enough space between customers",,"limited nonessential business suspension, restaurant limitations, space minimum",,,,,,,1.0,,,
